CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;CONDICION_LABORAL;TIPO_HOGAR
TQRMNOQUWHKKKOCDEHIBB00872052;2024;3;1;1;40;N;22;262;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;0;1;520000;3;3;3;;3;4;520000;7;8;9;;8;9;260;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOSXTHKKKOCDEHIBB00872053;2024;3;1;1;40;N;22;147;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;500000;3;3;3;;3;4;250000;4;4;5;;4;5;156;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQRSHMMKPCDEHIBB00810800;2024;3;1;1;40;N;22;119;1;;8;1;;1;1;1;1;;1;1;1;1;2;2;2;8;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;1170000;7;7;8;;7;8;585000;8;8;9;;8;9;129;1;2;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOQSSHMLKQCDEHIBB00810785;2024;3;1;1;40;N;22;96;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1080000;6;7;7;;7;7;216000;3;3;4;;4;5;113;2;0;98;0;0;0;Inactivo;Extendido
TQRMNOPWYHKOKPCDEHIBB00872054;2024;3;1;1;40;N;22;111;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1840000;9;9;10;;9;9;920000;9;10;10;;10;10;116;97;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOQWSHMLKSCDEGJBF00809937;2024;3;1;1;43;S;13;815;1;;4;1;;3;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;800000;5;5;5;5;;5;400000;6;6;6;6;;6;861;2;0;1;0;0;0;Ocupado autónomo;Nuclear
TQRMNOPVPHJMKTCDEGJBF00866045;2024;3;1;1;43;S;13;607;2;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;260000;1;1;1;1;;1;260000;4;4;3;4;;3;663;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOTRXHMOKTCDEGJBF00809894;2024;3;1;1;43;S;13;739;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Inactivo;Nuclear
TQRMNOSQYHKKKMCDEHNHB00872129;2024;3;1;1;42;S;27;729;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2;2;0;2;250000;1;1;1;1;;1;125000;1;2;2;1;;2;761;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQPTHJOKOCDEHNHB00866455;2024;3;1;1;42;S;27;374;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;1;1;2;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2;1;0;1;420000;2;2;2;2;;2;420000;6;7;7;6;;8;396;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOSVSHKMKQCDEOJAH00872130;2024;3;1;1;44;N;93;85;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOQTSHKOKRCDEOJAH00872131;2024;3;1;1;44;N;93;51;1;;1;2;;4;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;480000;2;3;2;;3;2;480000;7;7;6;;8;6;97;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOSWRHMOKNCDEHIBB00810801;2024;3;1;1;40;N;22;131;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;3;4;1056000;6;7;7;;7;7;150857,14;2;2;3;;2;3;152;1;0;3;0;0;0;Desocupado;Extendido
TQRMNOQSXHKOKQCDEIMBF00872132;2024;3;1;1;43;N;36;161;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;720000;4;5;4;;5;5;360000;5;6;5;;6;5;185;1;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOTTUHKOKQCDEIMBF00872133;2024;3;1;1;43;N;36;165;1;;1;2;;2;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;290000;1;1;1;;1;2;290000;4;5;4;;5;5;181;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOSVUHKMKRCDEIMBF00872134;2024;3;1;1;43;N;36;150;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;270000;1;1;1;;1;2;270000;4;4;4;;5;4;219;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOTSYHJOKOCDEGJBF00865687;2024;3;1;1;43;S;13;803;1;;2;1;;2;1;3;1;;1;1;2;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;0;2;767000;4;5;5;4;;4;383500;6;6;5;6;;5;882;2;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOQPTHJMKPCDEGJBF00865757;2024;3;1;1;43;S;13;744;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;6;1;5;1725000;9;9;9;8;;9;287500;4;5;4;4;;4;784;1;0;3;4;5;0;Desocupado;Extendido
TQRMNOQPWHMOKPCDEGJBF00809913;2024;3;1;1;43;S;13;726;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;0;2;643000;4;4;4;3;;4;321500;5;5;5;5;;4;799;1;0;2;0;0;0;Desocupado;Nuclear
TQRMNOSPVHMOKPCDEGJBF00809925;2024;3;1;1;43;S;13;919;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;2830000;10;10;10;10;;10;707500;8;9;8;8;;8;1006;2;0;1;3;0;0;Desocupado;Nuclear
TQRMNOPVYHJMKQCDEGKDB00865691;2024;3;1;1;43;N;14;107;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;98;0;0;0;Inactivo;Extendido
TQRMNOPUXHLMKOCDEGKDB00805094;2024;3;1;1;43;N;14;97;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;10;98;0;0;0;Desocupado;Nuclear
TQRMNORSWHMMKPCDEGKDB00810112;2024;3;1;1;43;N;14;106;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2745000;10;10;10;;10;10;686250;8;9;8;;9;9;346;2;0;98;0;0;0;Inactivo;Nuclear
TQRMNORSYHMMKPCDEGKDB00853055;2024;3;2;1;43;N;14;105;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;520000;3;3;3;;3;4;520000;7;8;7;;8;8;129;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPRVHLLKPCDEGKDB00805089;2024;3;1;1;43;N;14;153;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Inactivo;Nuclear
TQRMNOQRVHMOKQCDEGKDB00810113;2024;3;1;1;43;N;14;131;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;370000;2;2;2;;2;2;185000;2;3;2;;3;4;210;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNOPPQHJMKRCDEGKDB00865692;2024;3;1;1;43;N;14;120;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;2;1;2;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;6;0;0;0;Fuera de categoría/sin información;Extendido
TQRMNOQTPHKOKSCDEGKDB00872135;2024;3;1;1;43;N;14;148;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNOQPQHLLKRCDEGKDB00872136;2024;3;1;1;43;N;14;136;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;97;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOSUWHJLKTCDEGKDB00866092;2024;3;1;1;43;N;14;145;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;3;0;98;0;0;0;Inactivo;Extendido
TQRMNOPTPHMMKQCDEFOCD00809475;2024;3;1;1;41;N;8;346;1;;4;2;;4;2;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;355000;2;2;3;;2;4;118333,33;1;1;2;;2;3;496;2;0;3;0;0;0;Desocupado;Nuclear
TQRMNOPWSHLMKOCDEFOCD00804289;2024;3;1;1;41;N;8;221;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1120000;7;7;9;;7;9;373333,33;6;6;8;;6;9;361;2;3;98;0;0;0;Desocupado;Nuclear
TQRMNOPWTHLMKOCDEFOCD00804290;2024;3;1;1;41;N;8;248;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Desocupado;Nuclear
TQRMNORWQHKOKSCDEFOCD00871879;2024;3;1;1;41;N;8;307;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1200000;7;7;9;;8;10;400000;6;6;8;;7;9;546;1;0;98;0;0;0;Desocupado;Nuclear
TQSMNOQVPHLOKPCDEFOCD00804291;2024;3;1;1;41;N;8;368;1;;1;2;;4;2;1;1;;1;2;1;2;2;2;2;1;1;2;0;2;2;2;0;0;0;0;6;;2;;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;1;2;2;2;3;2;1;240000;1;1;1;;1;2;80000;1;1;1;;1;2;406;1;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNORPTHMMKTCDEFOCD00809476;2024;3;1;1;41;N;8;263;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;750000;4;5;7;;5;8;250000;4;4;5;;4;6;302;2;0;98;0;0;0;Inactivo;Nuclear
TQRMNOPVRHJOKSCDEFOCD00866273;2024;3;1;1;41;N;8;307;1;;3;2;;3;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;0;12;12;12;;12;12;0;12;12;12;;12;12;0;3;5;98;0;0;0;Inactivo;Extendido
TQRMNOSXQHLMMLCDEGJBF00804862;2024;3;1;1;43;S;13;753;1;;4;2;;2;2;1;1;;1;1;2;3;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;2;1;2;1;2;2;2;2;4;0;4;625000;4;4;4;3;;4;156250;2;2;2;2;;2;792;2;0;98;0;0;0;Inactivo;Nuclear
TQRMNOPRSHKMLRCDEGJBF00871880;2024;3;1;1;43;S;13;939;1;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2520000;10;10;10;10;;10;840000;9;9;9;9;;9;1077;2;0;3;0;0;0;Desocupado;Nuclear
TQRMNOPURHJNMLCDEGJBF00866295;2024;3;1;1;43;S;13;581;2;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;9;A MITAD DE PAGAR;2;;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOPXTHLMLPCDEOHCH00808287;2024;3;1;1;44;N;91;147;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2030000;9;10;9;;10;9;1015000;10;10;9;;10;9;162;1;0;2;0;0;0;Desocupado;Nuclear
TQRMNOSWRHLMLPCDEOHCH00808292;2024;3;1;1;44;N;91;151;1;;3;1;;2;1;1;1;;1;1;1;1;1;1;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;340000;2;2;1;;2;2;170000;2;2;2;;3;2;140;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQVRHKMLPCDEOHCH00871881;2024;3;1;1;44;N;91;183;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1050000;6;7;5;;7;6;1050000;10;10;9;;10;9;186;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOPRXHKKLQCDEOHCH00871882;2024;3;1;1;44;N;91;153;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2375000;9;10;9;;10;10;1187500;10;10;9;;10;10;178;2;0;98;0;0;0;Desocupado;Nuclear
TQRMNOQXVHKLKQCDEFPCH00871883;2024;3;1;1;44;N;9;357;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;97;0;0;0;Desocupado;Nuclear
TQRMNOTYQHMLKPCDEFPCH00852538;2024;3;1;1;44;N;9;158;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;540000;3;3;2;;3;2;270000;4;4;3;;5;3;234;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOSRVHKMKRCDEFPCH00871884;2024;3;1;1;44;N;9;571;1;;2;1;;4;1;1;1;;1;1;1;3;2;1;2;2;1;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2600000;10;10;9;;10;9;1300000;10;10;10;;10;10;672;2;0;1;0;0;0;Ocupado autónomo;Nuclear
TQRMNOQPXHJMLQCDEFJAH00866074;2024;3;1;1;43;N;3;401;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Inactivo;Nuclear
TQRMNOTYUHMOLMCDEFJAH00808734;2024;3;1;1;43;N;3;355;1;;1;1;;1;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;1;4;2200000;9;10;10;;10;9;440000;7;7;6;;7;6;449;2;0;1;0;0;0;Ocupado autónomo;Extendido
TQRMNOPSUHLMLPCDEFJAH00803494;2024;3;1;1;43;N;3;286;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOTUQHKMLLCDEHIBB00871885;2024;3;1;1;40;N;22;90;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;7;2;5;1770000;9;9;9;;9;9;252857,14;4;4;5;;4;5;94;4;0;3;0;0;0;Inactivo;Extendido
TQRMNOQPPHJNKSCDEHIBB00866254;2024;3;1;1;40;N;22;97;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;1690000;8;9;9;;9;9;241428,57;3;4;5;;4;5;100;4;0;2;0;0;0;Desocupado;Extendido
TQRMNOTSQHLMKQCDEFIAH00803438;2024;3;1;1;43;S;2;355;1;;3;1;;5;1;1;1;;1;1;1;3;2;2;2;3;1;1;1;1;1;2;2;0;2;0;4;;1;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;1;0;1;380000;2;2;2;2;;2;380000;6;6;5;6;;6;469;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNORSXHJKKSCDEFIAH00871973;2024;3;1;1;43;S;2;1333;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;300000;1;2;1;1;;2;300000;4;5;4;4;;4;1390;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOQUVHMLKPCDEFIAH00808543;2024;3;1;1;43;S;2;1061;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;700000;4;4;4;4;;4;700000;8;9;8;8;;8;772;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNORXYHKMKPCDEIKAH00871974;2024;3;1;1;43;S;34;845;1;;3;1;;3;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1050000;6;7;6;6;;6;1050000;10;10;10;10;;10;1275;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOTWQHMNKOCDEIKAH00812845;2024;3;1;1;43;S;34;342;1;;5;1;;3;1;1;1;;1;1;1;1;2;1;2;5;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;500000;3;3;3;2;;3;500000;7;7;7;7;;7;243;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNORQSHJNKOCDEIKAH00865888;2024;3;1;1;43;S;34;389;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;580000;3;4;3;3;;3;193333,33;3;3;2;3;;2;827;1;0;3;0;0;0;Ocupado autónomo;Nuclear
TQRMNORQQHLNLNCDEIOAH00808284;2024;3;1;1;43;N;38;148;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;1;0;0;0;Inactivo;Nuclear
TQRMNORQSHLNLNCDEIOAH00808285;2024;3;1;1;43;N;38;175;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1090000;6;7;7;;7;7;272500;4;4;4;;5;4;239;1;0;98;0;0;0;Desocupado;Nuclear
TQRMNOSPRHMMLMCDEIOAH00813116;2024;3;1;1;43;N;38;98;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;6;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;700000;4;4;4;;5;4;700000;8;9;8;;9;8;96;1;0;98;0;0;0;Ocupado autónomo;Unipersonal
TQRMNOQWSHMMLNCDEIOAH00813126;2024;3;2;1;43;N;38;125;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;3;1;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Ocupado autónomo;Nuclear
TQRMNORYWHKMLOCDEFMDB00871975;2024;3;1;1;43;N;6;218;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;3;4;0;0;Desocupado;Nuclear
TQRMNOPRVHMMLPCDEFMDB00809222;2024;3;1;1;43;N;6;252;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Inactivo;Nuclear
